,Unnamed: 0,time,row_384,column_384,rfu_value,replicate,sample_set,gRNA_used,target_added
341,341,01:10:00,K,2,3.93,a,unpurified,H6,RPA_48_H6_IS1081_0ng
342,342,01:10:00,M,2,32.361999999999995,a,control,B1,synthetic_B1
343,343,01:10:00,O,2,2.75,a,control,B1,no_target
344,344,01:10:00,A,4,55.65,a,purified,B1,RPA_2_B1_16srRNA_10ng
345,345,01:10:00,C,4,14.138,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
346,346,01:10:00,E,4,3.142,a,purified,B1,RPA_2_B1_16srRNA_0ng
347,347,01:10:00,G,4,102.704,a,purified,H6,RPA_48_H6_IS1081_10ng
348,348,01:10:00,I,4,143.416,a,purified,H6,RPA_48_H6_IS1081_0.1ng
349,349,01:10:00,K,4,3.232,a,purified,H6,RPA_48_H6_IS1081_0ng
350,350,01:10:00,M,4,52.448,a,control,H6,synthetic_H6
351,351,01:10:00,O,4,2.78,a,control,H6,no_target
352,352,01:10:00,A,6,246.789,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
353,353,01:10:00,C,6,140.995,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
354,354,01:10:00,E,6,4.427,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
355,355,01:10:00,G,6,277.474,b,unpurified,H6,RPA_48_H6_IS1081_10ng
356,356,01:10:00,I,6,282.962,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
357,357,01:10:00,K,6,4.135,b,unpurified,H6,RPA_48_H6_IS1081_0ng
358,358,01:10:00,M,6,31.655,b,control,B1,synthetic_B1
359,359,01:10:00,O,6,3.033,b,control,B1,no_target
360,360,01:10:00,A,8,46.129,b,purified,B1,RPA_2_B1_16srRNA_10ng
361,361,01:10:00,C,8,11.69,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
362,362,01:10:00,E,8,3.672,b,purified,B1,RPA_2_B1_16srRNA_0ng
363,363,01:10:00,G,8,92.676,b,purified,H6,RPA_48_H6_IS1081_10ng
364,364,01:10:00,I,8,124.212,b,purified,H6,RPA_48_H6_IS1081_0.1ng
365,365,01:10:00,K,8,3.303,b,purified,H6,RPA_48_H6_IS1081_0ng
366,366,01:10:00,M,8,71.362,b,control,H6,synthetic_H6
367,367,01:10:00,O,8,3.105,b,control,H6,no_target
368,368,01:10:00,A,10,43.462,a,2XBB,syn-11C,C11
369,369,01:10:00,C,10,68.658,a,2XBB,IVT-11C,C11
370,370,01:10:00,E,10,4.881,a,2XBB,syn-11C,no_target
371,371,01:10:00,G,10,4.784,a,2XBB,IVT-11C,no_target
372,372,01:10:00,I,10,314.5440000000001,a,NEB2.1,syn-11C,C11
373,373,01:10:00,K,10,428.818,a,NEB2.1,IVT-11C,C11
374,374,01:10:00,M,10,3.71,a,NEB2.1,syn-11C,no_target
375,375,01:10:00,O,10,23.975,a,NEB2.1,IVT-11C,no_target
376,376,01:10:00,A,12,40.851,b,2XBB,syn-11C,C11
377,377,01:10:00,C,12,59.133,b,2XBB,IVT-11C,C11
378,378,01:10:00,E,12,4.239,b,2XBB,syn-11C,no_target
379,379,01:10:00,G,12,4.428,b,2XBB,IVT-11C,no_target
380,380,01:10:00,I,12,296.099,b,NEB2.1,syn-11C,C11
381,381,01:10:00,K,12,405.912,b,NEB2.1,IVT-11C,C11
382,382,01:10:00,M,12,3.575,b,NEB2.1,syn-11C,no_target
383,383,01:10:00,O,12,22.685,b,NEB2.1,IVT-11C,no_target
384,384,01:20:00,A,2,280.29,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
385,385,01:20:00,C,2,135.614,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
386,386,01:20:00,E,2,4.083,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
387,387,01:20:00,G,2,278.885,a,unpurified,H6,RPA_48_H6_IS1081_10ng
388,388,01:20:00,I,2,287.064,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
389,389,01:20:00,K,2,4.05,a,unpurified,H6,RPA_48_H6_IS1081_0ng
390,390,01:20:00,M,2,40.297,a,control,B1,synthetic_B1
391,391,01:20:00,O,2,2.845,a,control,B1,no_target
392,392,01:20:00,A,4,66.29899999999999,a,purified,B1,RPA_2_B1_16srRNA_10ng
393,393,01:20:00,C,4,16.92,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
394,394,01:20:00,E,4,3.122,a,purified,B1,RPA_2_B1_16srRNA_0ng
395,395,01:20:00,G,4,119.656,a,purified,H6,RPA_48_H6_IS1081_10ng
396,396,01:20:00,I,4,167.074,a,purified,H6,RPA_48_H6_IS1081_0.1ng
397,397,01:20:00,K,4,3.447,a,purified,H6,RPA_48_H6_IS1081_0ng
398,398,01:20:00,M,4,63.299,a,control,H6,synthetic_H6
399,399,01:20:00,O,4,2.804,a,control,H6,no_target
400,400,01:20:00,A,6,258.357,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
401,401,01:20:00,C,6,156.963,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
402,402,01:20:00,E,6,4.285,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
403,403,01:20:00,G,6,279.039,b,unpurified,H6,RPA_48_H6_IS1081_10ng
404,404,01:20:00,I,6,288.168,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
405,405,01:20:00,K,6,4.138,b,unpurified,H6,RPA_48_H6_IS1081_0ng
406,406,01:20:00,M,6,38.869,b,control,B1,synthetic_B1
407,407,01:20:00,O,6,2.968,b,control,B1,no_target
408,408,01:20:00,A,8,56.12,b,purified,B1,RPA_2_B1_16srRNA_10ng
409,409,01:20:00,C,8,14.219,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
410,410,01:20:00,E,8,3.781,b,purified,B1,RPA_2_B1_16srRNA_0ng
411,411,01:20:00,G,8,111.812,b,purified,H6,RPA_48_H6_IS1081_10ng
412,412,01:20:00,I,8,147.982,b,purified,H6,RPA_48_H6_IS1081_0.1ng
413,413,01:20:00,K,8,3.394,b,purified,H6,RPA_48_H6_IS1081_0ng
414,414,01:20:00,M,8,88.755,b,control,H6,synthetic_H6
415,415,01:20:00,O,8,3.15,b,control,H6,no_target
416,416,01:20:00,A,10,54.41,a,2XBB,syn-11C,C11
417,417,01:20:00,C,10,82.805,a,2XBB,IVT-11C,C11
418,418,01:20:00,E,10,4.938,a,2XBB,syn-11C,no_target
419,419,01:20:00,G,10,4.74,a,2XBB,IVT-11C,no_target
420,420,01:20:00,I,10,313.726,a,NEB2.1,syn-11C,C11
421,421,01:20:00,K,10,428.152,a,NEB2.1,IVT-11C,C11
422,422,01:20:00,M,10,3.572,a,NEB2.1,syn-11C,no_target
423,423,01:20:00,O,10,26.813,a,NEB2.1,IVT-11C,no_target
424,424,01:20:00,A,12,49.095,b,2XBB,syn-11C,C11
425,425,01:20:00,C,12,73.165,b,2XBB,IVT-11C,C11
426,426,01:20:00,E,12,4.56,b,2XBB,syn-11C,no_target
427,427,01:20:00,G,12,4.617,b,2XBB,IVT-11C,no_target
428,428,01:20:00,I,12,297.633,b,NEB2.1,syn-11C,C11
429,429,01:20:00,K,12,402.131,b,NEB2.1,IVT-11C,C11
430,430,01:20:00,M,12,3.677,b,NEB2.1,syn-11C,no_target
431,431,01:20:00,O,12,25.431,b,NEB2.1,IVT-11C,no_target
432,432,01:30:00,A,2,294.4790000000001,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
433,433,01:30:00,C,2,150.549,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
434,434,01:30:00,E,2,4.327,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
435,435,01:30:00,G,2,281.517,a,unpurified,H6,RPA_48_H6_IS1081_10ng
436,436,01:30:00,I,2,289.782,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
437,437,01:30:00,K,2,4.279,a,unpurified,H6,RPA_48_H6_IS1081_0ng
438,438,01:30:00,M,2,48.718,a,control,B1,synthetic_B1
439,439,01:30:00,O,2,2.878,a,control,B1,no_target
440,440,01:30:00,A,4,78.11399999999998,a,purified,B1,RPA_2_B1_16srRNA_10ng
441,441,01:30:00,C,4,20.083,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
442,442,01:30:00,E,4,3.432,a,purified,B1,RPA_2_B1_16srRNA_0ng
443,443,01:30:00,G,4,140.614,a,purified,H6,RPA_48_H6_IS1081_10ng
444,444,01:30:00,I,4,189.872,a,purified,H6,RPA_48_H6_IS1081_0.1ng
445,445,01:30:00,K,4,3.298,a,purified,H6,RPA_48_H6_IS1081_0ng
446,446,01:30:00,M,4,77.33800000000002,a,control,H6,synthetic_H6
447,447,01:30:00,O,4,3.159,a,control,H6,no_target
448,448,01:30:00,A,6,273.065,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
449,449,01:30:00,C,6,172.257,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
450,450,01:30:00,E,6,4.592,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
451,451,01:30:00,G,6,285.308,b,unpurified,H6,RPA_48_H6_IS1081_10ng
452,452,01:30:00,I,6,290.203,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
453,453,01:30:00,K,6,4.3889999999999985,b,unpurified,H6,RPA_48_H6_IS1081_0ng
454,454,01:30:00,M,6,47.598,b,control,B1,synthetic_B1
455,455,01:30:00,O,6,3.12,b,control,B1,no_target
456,456,01:30:00,A,8,67.643,b,purified,B1,RPA_2_B1_16srRNA_10ng
457,457,01:30:00,C,8,16.637999999999998,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
458,458,01:30:00,E,8,3.922,b,purified,B1,RPA_2_B1_16srRNA_0ng
459,459,01:30:00,G,8,133.377,b,purified,H6,RPA_48_H6_IS1081_10ng
460,460,01:30:00,I,8,173.505,b,purified,H6,RPA_48_H6_IS1081_0.1ng
461,461,01:30:00,K,8,3.354,b,purified,H6,RPA_48_H6_IS1081_0ng
462,462,01:30:00,M,8,105.532,b,control,H6,synthetic_H6
463,463,01:30:00,O,8,3.0580000000000003,b,control,H6,no_target
464,464,01:30:00,A,10,66.527,a,2XBB,syn-11C,C11
465,465,01:30:00,C,10,99.96,a,2XBB,IVT-11C,C11
466,466,01:30:00,E,10,4.747,a,2XBB,syn-11C,no_target
467,467,01:30:00,G,10,4.735,a,2XBB,IVT-11C,no_target
468,468,01:30:00,I,10,313.886,a,NEB2.1,syn-11C,C11
469,469,01:30:00,K,10,422.804,a,NEB2.1,IVT-11C,C11
470,470,01:30:00,M,10,3.692,a,NEB2.1,syn-11C,no_target
471,471,01:30:00,O,10,30.204,a,NEB2.1,IVT-11C,no_target
472,472,01:30:00,A,12,61.041,b,2XBB,syn-11C,C11
473,473,01:30:00,C,12,87.324,b,2XBB,IVT-11C,C11
474,474,01:30:00,E,12,4.47,b,2XBB,syn-11C,no_target
475,475,01:30:00,G,12,5.138,b,2XBB,IVT-11C,no_target
476,476,01:30:00,I,12,299.35,b,NEB2.1,syn-11C,C11
477,477,01:30:00,K,12,400.512,b,NEB2.1,IVT-11C,C11
478,478,01:30:00,M,12,3.633,b,NEB2.1,syn-11C,no_target
479,479,01:30:00,O,12,28.825,b,NEB2.1,IVT-11C,no_target
480,480,01:40:00,A,2,306.273,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
481,481,01:40:00,C,2,164.574,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
482,482,01:40:00,E,2,4.468,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
483,483,01:40:00,G,2,280.847,a,unpurified,H6,RPA_48_H6_IS1081_10ng
484,484,01:40:00,I,2,292.161,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
485,485,01:40:00,K,2,4.115,a,unpurified,H6,RPA_48_H6_IS1081_0ng
486,486,01:40:00,M,2,58.437,a,control,B1,synthetic_B1
487,487,01:40:00,O,2,2.93,a,control,B1,no_target
488,488,01:40:00,A,4,91.507,a,purified,B1,RPA_2_B1_16srRNA_10ng
489,489,01:40:00,C,4,23.1,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
490,490,01:40:00,E,4,3.195,a,purified,B1,RPA_2_B1_16srRNA_0ng
491,491,01:40:00,G,4,159.10399999999996,a,purified,H6,RPA_48_H6_IS1081_10ng
492,492,01:40:00,I,4,207.237,a,purified,H6,RPA_48_H6_IS1081_0.1ng
493,493,01:40:00,K,4,3.216,a,purified,H6,RPA_48_H6_IS1081_0ng
494,494,01:40:00,M,4,92.093,a,control,H6,synthetic_H6
495,495,01:40:00,O,4,2.9530000000000003,a,control,H6,no_target
496,496,01:40:00,A,6,279.782,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
497,497,01:40:00,C,6,188.519,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
498,498,01:40:00,E,6,4.8660000000000005,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
499,499,01:40:00,G,6,282.4890000000001,b,unpurified,H6,RPA_48_H6_IS1081_10ng
500,500,01:40:00,I,6,290.955,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
501,501,01:40:00,K,6,4.7410000000000005,b,unpurified,H6,RPA_48_H6_IS1081_0ng
502,502,01:40:00,M,6,57.441,b,control,B1,synthetic_B1
503,503,01:40:00,O,6,3.017,b,control,B1,no_target
504,504,01:40:00,A,8,79.756,b,purified,B1,RPA_2_B1_16srRNA_10ng
505,505,01:40:00,C,8,19.22,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
506,506,01:40:00,E,8,3.829,b,purified,B1,RPA_2_B1_16srRNA_0ng
507,507,01:40:00,G,8,152.55200000000005,b,purified,H6,RPA_48_H6_IS1081_10ng
508,508,01:40:00,I,8,199.922,b,purified,H6,RPA_48_H6_IS1081_0.1ng
509,509,01:40:00,K,8,3.314,b,purified,H6,RPA_48_H6_IS1081_0ng
510,510,01:40:00,M,8,126.321,b,control,H6,synthetic_H6
511,511,01:40:00,O,8,3.195,b,control,H6,no_target
512,512,01:40:00,A,10,81.405,a,2XBB,syn-11C,C11
513,513,01:40:00,C,10,116.213,a,2XBB,IVT-11C,C11
514,514,01:40:00,E,10,4.703,a,2XBB,syn-11C,no_target
515,515,01:40:00,G,10,5.041,a,2XBB,IVT-11C,no_target
516,516,01:40:00,I,10,310.33,a,NEB2.1,syn-11C,C11
517,517,01:40:00,K,10,424.601,a,NEB2.1,IVT-11C,C11
518,518,01:40:00,M,10,3.74,a,NEB2.1,syn-11C,no_target
519,519,01:40:00,O,10,32.941,a,NEB2.1,IVT-11C,no_target
520,520,01:40:00,A,12,74.961,b,2XBB,syn-11C,C11
521,521,01:40:00,C,12,103.447,b,2XBB,IVT-11C,C11
522,522,01:40:00,E,12,4.664,b,2XBB,syn-11C,no_target
523,523,01:40:00,G,12,4.879,b,2XBB,IVT-11C,no_target
524,524,01:40:00,I,12,292.7,b,NEB2.1,syn-11C,C11
525,525,01:40:00,K,12,398.752,b,NEB2.1,IVT-11C,C11
526,526,01:40:00,M,12,3.5810000000000004,b,NEB2.1,syn-11C,no_target
527,527,01:40:00,O,12,30.845,b,NEB2.1,IVT-11C,no_target
528,528,01:50:00,A,2,313.8540000000001,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
529,529,01:50:00,C,2,179.774,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
530,530,01:50:00,E,2,4.586,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
531,531,01:50:00,G,2,283.943,a,unpurified,H6,RPA_48_H6_IS1081_10ng
532,532,01:50:00,I,2,297.476,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
533,533,01:50:00,K,2,4.723,a,unpurified,H6,RPA_48_H6_IS1081_0ng
534,534,01:50:00,M,2,69.316,a,control,B1,synthetic_B1
535,535,01:50:00,O,2,2.98,a,control,B1,no_target
536,536,01:50:00,A,4,105.217,a,purified,B1,RPA_2_B1_16srRNA_10ng
537,537,01:50:00,C,4,27.1,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
538,538,01:50:00,E,4,3.141,a,purified,B1,RPA_2_B1_16srRNA_0ng
539,539,01:50:00,G,4,176.602,a,purified,H6,RPA_48_H6_IS1081_10ng
540,540,01:50:00,I,4,230.266,a,purified,H6,RPA_48_H6_IS1081_0.1ng
541,541,01:50:00,K,4,3.2310000000000003,a,purified,H6,RPA_48_H6_IS1081_0ng
542,542,01:50:00,M,4,109.124,a,control,H6,synthetic_H6
543,543,01:50:00,O,4,3.108,a,control,H6,no_target
544,544,01:50:00,A,6,289.621,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
545,545,01:50:00,C,6,202.763,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
546,546,01:50:00,E,6,5.104,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
547,547,01:50:00,G,6,286.481,b,unpurified,H6,RPA_48_H6_IS1081_10ng
548,548,01:50:00,I,6,300.976,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
549,549,01:50:00,K,6,5.041,b,unpurified,H6,RPA_48_H6_IS1081_0ng
550,550,01:50:00,M,6,68.74,b,control,B1,synthetic_B1
551,551,01:50:00,O,6,3.062,b,control,B1,no_target
552,552,01:50:00,A,8,94.621,b,purified,B1,RPA_2_B1_16srRNA_10ng
553,553,01:50:00,C,8,23.126,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
554,554,01:50:00,E,8,4.104,b,purified,B1,RPA_2_B1_16srRNA_0ng
555,555,01:50:00,G,8,177.989,b,purified,H6,RPA_48_H6_IS1081_10ng
556,556,01:50:00,I,8,226.201,b,purified,H6,RPA_48_H6_IS1081_0.1ng
557,557,01:50:00,K,8,3.512,b,purified,H6,RPA_48_H6_IS1081_0ng
558,558,01:50:00,M,8,146.928,b,control,H6,synthetic_H6
559,559,01:50:00,O,8,3.175,b,control,H6,no_target
560,560,01:50:00,A,10,98.057,a,2XBB,syn-11C,C11
561,561,01:50:00,C,10,139.877,a,2XBB,IVT-11C,C11
562,562,01:50:00,E,10,4.589,a,2XBB,syn-11C,no_target
563,563,01:50:00,G,10,5.045,a,2XBB,IVT-11C,no_target
564,564,01:50:00,I,10,312.875,a,NEB2.1,syn-11C,C11
565,565,01:50:00,K,10,426.63,a,NEB2.1,IVT-11C,C11
566,566,01:50:00,M,10,3.639,a,NEB2.1,syn-11C,no_target
567,567,01:50:00,O,10,36.661,a,NEB2.1,IVT-11C,no_target
568,568,01:50:00,A,12,89.712,b,2XBB,syn-11C,C11
569,569,01:50:00,C,12,123.469,b,2XBB,IVT-11C,C11
570,570,01:50:00,E,12,4.595,b,2XBB,syn-11C,no_target
571,571,01:50:00,G,12,4.689,b,2XBB,IVT-11C,no_target
572,572,01:50:00,I,12,297.135,b,NEB2.1,syn-11C,C11
573,573,01:50:00,K,12,398.383,b,NEB2.1,IVT-11C,C11
574,574,01:50:00,M,12,3.607,b,NEB2.1,syn-11C,no_target
575,575,01:50:00,O,12,33.887,b,NEB2.1,IVT-11C,no_target
576,576,02:00:00,A,2,312.661,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
577,577,02:00:00,C,2,190.758,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
578,578,02:00:00,E,2,4.502,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
579,579,02:00:00,G,2,280.561,a,unpurified,H6,RPA_48_H6_IS1081_10ng
580,580,02:00:00,I,2,298.04,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
581,581,02:00:00,K,2,4.939,a,unpurified,H6,RPA_48_H6_IS1081_0ng
582,582,02:00:00,M,2,78.85,a,control,B1,synthetic_B1
583,583,02:00:00,O,2,3.014,a,control,B1,no_target
584,584,02:00:00,A,4,117.629,a,purified,B1,RPA_2_B1_16srRNA_10ng
585,585,02:00:00,C,4,31.235,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
586,586,02:00:00,E,4,3.532,a,purified,B1,RPA_2_B1_16srRNA_0ng
587,587,02:00:00,G,4,191.209,a,purified,H6,RPA_48_H6_IS1081_10ng
588,588,02:00:00,I,4,239.442,a,purified,H6,RPA_48_H6_IS1081_0.1ng
589,589,02:00:00,K,4,3.5010000000000003,a,purified,H6,RPA_48_H6_IS1081_0ng
590,590,02:00:00,M,4,121.613,a,control,H6,synthetic_H6
591,591,02:00:00,O,4,3.156,a,control,H6,no_target
592,592,02:00:00,A,6,291.441,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
593,593,02:00:00,C,6,213.521,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
594,594,02:00:00,E,6,5.158,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
595,595,02:00:00,G,6,283.289,b,unpurified,H6,RPA_48_H6_IS1081_10ng
596,596,02:00:00,I,6,295.108,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
597,597,02:00:00,K,6,5.2,b,unpurified,H6,RPA_48_H6_IS1081_0ng
598,598,02:00:00,M,6,79.896,b,control,B1,synthetic_B1
599,599,02:00:00,O,6,2.986,b,control,B1,no_target
600,600,02:00:00,A,8,106.373,b,purified,B1,RPA_2_B1_16srRNA_10ng
601,601,02:00:00,C,8,27.015,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
602,602,02:00:00,E,8,3.965,b,purified,B1,RPA_2_B1_16srRNA_0ng
603,603,02:00:00,G,8,192.213,b,purified,H6,RPA_48_H6_IS1081_10ng
604,604,02:00:00,I,8,247.785,b,purified,H6,RPA_48_H6_IS1081_0.1ng
605,605,02:00:00,K,8,3.384,b,purified,H6,RPA_48_H6_IS1081_0ng
606,606,02:00:00,M,8,166.859,b,control,H6,synthetic_H6
607,607,02:00:00,O,8,3.113,b,control,H6,no_target
608,608,02:00:00,A,10,113.167,a,2XBB,syn-11C,C11
609,609,02:00:00,C,10,158.388,a,2XBB,IVT-11C,C11
610,610,02:00:00,E,10,5.018,a,2XBB,syn-11C,no_target
611,611,02:00:00,G,10,5.03,a,2XBB,IVT-11C,no_target
612,612,02:00:00,I,10,309.985,a,NEB2.1,syn-11C,C11
613,613,02:00:00,K,10,415.927,a,NEB2.1,IVT-11C,C11
614,614,02:00:00,M,10,3.218,a,NEB2.1,syn-11C,no_target
615,615,02:00:00,O,10,38.959,a,NEB2.1,IVT-11C,no_target
616,616,02:00:00,A,12,106.007,b,2XBB,syn-11C,C11
617,617,02:00:00,C,12,141.189,b,2XBB,IVT-11C,C11
618,618,02:00:00,E,12,4.738,b,2XBB,syn-11C,no_target
619,619,02:00:00,G,12,4.937,b,2XBB,IVT-11C,no_target
620,620,02:00:00,I,12,292.844,b,NEB2.1,syn-11C,C11
621,621,02:00:00,K,12,397.343,b,NEB2.1,IVT-11C,C11
622,622,02:00:00,M,12,3.554,b,NEB2.1,syn-11C,no_target
623,623,02:00:00,O,12,35.742,b,NEB2.1,IVT-11C,no_target
624,624,02:10:00,A,2,323.439,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
625,625,02:10:00,C,2,206.221,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
626,626,02:10:00,E,2,4.526,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
627,627,02:10:00,G,2,287.399,a,unpurified,H6,RPA_48_H6_IS1081_10ng
628,628,02:10:00,I,2,302.346,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
629,629,02:10:00,K,2,4.7410000000000005,a,unpurified,H6,RPA_48_H6_IS1081_0ng
630,630,02:10:00,M,2,92.52,a,control,B1,synthetic_B1
631,631,02:10:00,O,2,3.136,a,control,B1,no_target
632,632,02:10:00,A,4,135.651,a,purified,B1,RPA_2_B1_16srRNA_10ng
633,633,02:10:00,C,4,37.085,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
634,634,02:10:00,E,4,3.409,a,purified,B1,RPA_2_B1_16srRNA_0ng
635,635,02:10:00,G,4,210.548,a,purified,H6,RPA_48_H6_IS1081_10ng
636,636,02:10:00,I,4,256.379,a,purified,H6,RPA_48_H6_IS1081_0.1ng
637,637,02:10:00,K,4,3.596,a,purified,H6,RPA_48_H6_IS1081_0ng
638,638,02:10:00,M,4,140.583,a,control,H6,synthetic_H6
639,639,02:10:00,O,4,3.11,a,control,H6,no_target
640,640,02:10:00,A,6,298.0,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
641,641,02:10:00,C,6,226.083,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
642,642,02:10:00,E,6,5.249,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
643,643,02:10:00,G,6,291.6740000000001,b,unpurified,H6,RPA_48_H6_IS1081_10ng
644,644,02:10:00,I,6,304.574,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
645,645,02:10:00,K,6,5.619,b,unpurified,H6,RPA_48_H6_IS1081_0ng
646,646,02:10:00,M,6,95.152,b,control,B1,synthetic_B1
647,647,02:10:00,O,6,3.244,b,control,B1,no_target
648,648,02:10:00,A,8,124.536,b,purified,B1,RPA_2_B1_16srRNA_10ng
649,649,02:10:00,C,8,31.926,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
650,650,02:10:00,E,8,4.119,b,purified,B1,RPA_2_B1_16srRNA_0ng
651,651,02:10:00,G,8,216.587,b,purified,H6,RPA_48_H6_IS1081_10ng
652,652,02:10:00,I,8,271.779,b,purified,H6,RPA_48_H6_IS1081_0.1ng
653,653,02:10:00,K,8,3.5860000000000003,b,purified,H6,RPA_48_H6_IS1081_0ng
654,654,02:10:00,M,8,187.093,b,control,H6,synthetic_H6
655,655,02:10:00,O,8,3.457,b,control,H6,no_target
656,656,02:10:00,A,10,137.238,a,2XBB,syn-11C,C11
657,657,02:10:00,C,10,184.04,a,2XBB,IVT-11C,C11
658,658,02:10:00,E,10,5.191,a,2XBB,syn-11C,no_target
659,659,02:10:00,G,10,5.207999999999998,a,2XBB,IVT-11C,no_target
660,660,02:10:00,I,10,316.597,a,NEB2.1,syn-11C,C11
661,661,02:10:00,K,10,428.807,a,NEB2.1,IVT-11C,C11
662,662,02:10:00,M,10,3.484,a,NEB2.1,syn-11C,no_target
663,663,02:10:00,O,10,41.549,a,NEB2.1,IVT-11C,no_target
664,664,02:10:00,A,12,127.329,b,2XBB,syn-11C,C11
665,665,02:10:00,C,12,164.66099999999997,b,2XBB,IVT-11C,C11
666,666,02:10:00,E,12,4.913,b,2XBB,syn-11C,no_target
667,667,02:10:00,G,12,5.233,b,2XBB,IVT-11C,no_target
668,668,02:10:00,I,12,299.466,b,NEB2.1,syn-11C,C11
669,669,02:10:00,K,12,403.85,b,NEB2.1,IVT-11C,C11
670,670,02:10:00,M,12,3.5860000000000003,b,NEB2.1,syn-11C,no_target
671,671,02:10:00,O,12,39.935,b,NEB2.1,IVT-11C,no_target
672,672,02:20:00,A,2,323.631,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
673,673,02:20:00,C,2,219.436,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
674,674,02:20:00,E,2,4.912,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
675,675,02:20:00,G,2,287.881,a,unpurified,H6,RPA_48_H6_IS1081_10ng
676,676,02:20:00,I,2,306.759,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
677,677,02:20:00,K,2,5.193,a,unpurified,H6,RPA_48_H6_IS1081_0ng
678,678,02:20:00,M,2,105.495,a,control,B1,synthetic_B1
679,679,02:20:00,O,2,3.165,a,control,B1,no_target
680,680,02:20:00,A,4,148.168,a,purified,B1,RPA_2_B1_16srRNA_10ng
681,681,02:20:00,C,4,43.032,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
682,682,02:20:00,E,4,3.628,a,purified,B1,RPA_2_B1_16srRNA_0ng
683,683,02:20:00,G,4,223.908,a,purified,H6,RPA_48_H6_IS1081_10ng
